Name,Acceleration,Weight,Traction,MiniTurbo,Invincibility,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling
"{""character"":""Rosalina"",""body"":""Blue Falcon"",""tire"":""Cushion"",""glider"":""Super Glider""}",3,3,4,3.25,3.75,4,3.75,3.5,4.75,2.75,3.75,2.5,2.75
"{""character"":""Rosalina"",""body"":""Blue Falcon"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",3.25,2.75,4,3.5,3.5,3.75,4,3.5,4.5,2.75,3.75,2.5,3
"{""character"":""Rosalina"",""body"":""Blue Falcon"",""tire"":""Cushion"",""glider"":""Wario Wing""}",3,3.25,3.75,3.25,3.75,4,4,3.25,4.75,2.75,3.5,2.75,2.75
"{""character"":""Rosalina"",""body"":""Blue Falcon"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",3.25,3,3.75,3.5,3.5,3.75,4,3.25,4.5,2.75,3.5,2.75,3
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",2.75,4,4.75,3,3.5,3.75,3.75,4.5,4.5,3.5,3.25,3.25,3.25
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",3,3.75,4.75,3.25,3.25,3.5,4,4.5,4.25,3.5,3.25,3.25,3.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",2.75,4.25,4.5,3,3.5,3.75,4,4.25,4.5,3.5,3,3.5,3.25
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",3,4,4.5,3.25,3.25,3.5,4,4.25,4.25,3.5,3,3.5,3.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Monster"",""glider"":""Super Glider""}",2.25,4.5,5.25,2.75,3.75,3.75,3.75,4.25,4,2.75,2.5,2.75,2.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Monster"",""glider"":""Cloud Glider""}",2.5,4.25,5.25,3,3.5,3.5,4,4.25,3.75,2.75,2.5,2.75,3
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Monster"",""glider"":""Wario Wing""}",2.25,4.75,5,2.75,3.75,3.75,4,4,4,2.75,2.25,3,2.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Monster"",""glider"":""Peach Parasol""}",2.5,4.5,5,3,3.5,3.5,4,4,3.75,2.75,2.25,3,3
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Roller"",""glider"":""Super Glider""}",3.25,3.5,4.5,3.75,2.5,3.25,3.25,4.5,4.5,3.75,3.5,3.5,3.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Roller"",""glider"":""Cloud Glider""}",3.5,3.25,4.5,4,2.25,3,3.5,4.5,4.25,3.75,3.5,3.5,3.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Roller"",""glider"":""Wario Wing""}",3.25,3.75,4.25,3.75,2.5,3.25,3.5,4.25,4.5,3.75,3.25,3.75,3.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Roller"",""glider"":""Peach Parasol""}",3.5,3.5,4.25,4,2.25,3,3.5,4.25,4.25,3.75,3.25,3.75,3.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Slim"",""glider"":""Super Glider""}",2.25,4,3.75,2.75,3.5,4,4.25,4.25,4.25,3.75,3.25,3.5,3.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Slim"",""glider"":""Cloud Glider""}",2.5,3.75,3.75,3,3.25,3.75,4.5,4.25,4,3.75,3.25,3.5,3.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Slim"",""glider"":""Wario Wing""}",2.25,4.25,3.5,2.75,3.5,4,4.5,4,4.25,3.75,3,3.75,3.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Slim"",""glider"":""Peach Parasol""}",2.5,4,3.5,3,3.25,3.75,4.5,4,4,3.75,3,3.75,3.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Slick"",""glider"":""Super Glider""}",2,4.25,3.5,2.25,3.5,4.25,4.25,3.75,3.75,3.25,3,2.5,2.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Slick"",""glider"":""Wario Wing""}",2,4.5,3.25,2.25,3.5,4.25,4.5,3.5,3.75,3.25,2.75,2.75,2.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Metal"",""glider"":""Super Glider""}",1.75,4.5,4,2.25,3.75,4.25,3.5,4.5,4.25,3.25,2.75,3,2.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Metal"",""glider"":""Cloud Glider""}",2,4.25,4,2.5,3.5,4,3.75,4.5,4,3.25,2.75,3,2.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Metal"",""glider"":""Wario Wing""}",1.75,4.75,3.75,2.25,3.75,4.25,3.75,4.25,4.25,3.25,2.5,3.25,2.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Metal"",""glider"":""Peach Parasol""}",2,4.5,3.75,2.5,3.5,4,3.75,4.25,4,3.25,2.5,3.25,2.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Button"",""glider"":""Super Glider""}",3,3.5,4.25,3.5,3,3.5,3.75,4.25,4.25,3.5,3.5,3.25,3
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Button"",""glider"":""Cloud Glider""}",3.25,3.25,4.25,3.75,2.75,3.25,4,4.25,4,3.5,3.5,3.25,3.25
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Button"",""glider"":""Wario Wing""}",3,3.75,4,3.5,3,3.5,4,4,4.25,3.5,3.25,3.5,3
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Button"",""glider"":""Peach Parasol""}",3.25,3.5,4,3.75,2.75,3.25,4,4,4,3.5,3.25,3.5,3.25
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Off-Road"",""glider"":""Super Glider""}",2.5,4.25,5,2.5,4,4,3.75,4.75,4,3,3,2.75,2.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",2.75,4,5,2.75,3.75,3.75,4,4.75,3.75,3,3,2.75,3
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",2.5,4.5,4.75,2.5,4,4,4,4.5,4,3,2.75,3,2.75
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",2.75,4.25,4.75,2.75,3.75,3.75,4,4.5,3.75,3,2.75,3,3
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Cushion"",""glider"":""Super Glider""}",2.75,3.75,5,3.25,3.75,3.5,3.5,4,4.75,3.25,3.25,2.75,3.25
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",3,3.5,5,3.5,3.5,3.25,3.75,4,4.5,3.25,3.25,2.75,3.5
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Cushion"",""glider"":""Wario Wing""}",2.75,4,4.75,3.25,3.75,3.5,3.75,3.75,4.75,3.25,3,3,3.25
"{""character"":""Rosalina"",""body"":""Tanooki Kart"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",3,3.75,4.75,3.5,3.5,3.25,3.75,3.75,4.5,3.25,3,3,3.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",3.25,4.5,3.25,3,3.25,4.25,4,4.5,4.75,3.25,3.25,2.75,3.25
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",3.5,4.25,3.25,3.25,3,4,4.25,4.5,4.5,3.25,3.25,2.75,3.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",3.25,4.75,3,3,3.25,4.25,4.25,4.25,4.75,3.25,3,3,3.25
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",3.5,4.5,3,3.25,3,4,4.25,4.25,4.5,3.25,3,3,3.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Monster"",""glider"":""Super Glider""}",2.75,5,3.75,2.75,3.5,4.25,4,4.25,4.25,2.5,2.5,2.25,2.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Monster"",""glider"":""Cloud Glider""}",3,4.75,3.75,3,3.25,4,4.25,4.25,4,2.5,2.5,2.25,3
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Monster"",""glider"":""Wario Wing""}",2.75,5.25,3.5,2.75,3.5,4.25,4.25,4,4.25,2.5,2.25,2.5,2.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Monster"",""glider"":""Peach Parasol""}",3,5,3.5,3,3.25,4,4.25,4,4,2.5,2.25,2.5,3
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Roller"",""glider"":""Super Glider""}",3.75,4,3,3.75,2.25,3.75,3.5,4.5,4.75,3.5,3.5,3,3.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Roller"",""glider"":""Cloud Glider""}",4,3.75,3,4,2,3.5,3.75,4.5,4.5,3.5,3.5,3,3.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Roller"",""glider"":""Wario Wing""}",3.75,4.25,2.75,3.75,2.25,3.75,3.75,4.25,4.75,3.5,3.25,3.25,3.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Roller"",""glider"":""Peach Parasol""}",4,4,2.75,4,2,3.5,3.75,4.25,4.5,3.5,3.25,3.25,3.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Slim"",""glider"":""Super Glider""}",2.75,4.5,2.25,2.75,3.25,4.5,4.5,4.25,4.5,3.5,3.25,3,3.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Slim"",""glider"":""Cloud Glider""}",3,4.25,2.25,3,3,4.25,4.75,4.25,4.25,3.5,3.25,3,3.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Slim"",""glider"":""Wario Wing""}",2.75,4.75,2,2.75,3.25,4.5,4.75,4,4.5,3.5,3,3.25,3.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Slim"",""glider"":""Peach Parasol""}",3,4.5,2,3,3,4.25,4.75,4,4.25,3.5,3,3.25,3.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Slick"",""glider"":""Super Glider""}",2.5,4.75,2,2.25,3.25,4.75,4.5,3.75,4,3,3,2,2.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Slick"",""glider"":""Wario Wing""}",2.5,5,1.75,2.25,3.25,4.75,4.75,3.5,4,3,2.75,2.25,2.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Metal"",""glider"":""Super Glider""}",2.25,5,2.5,2.25,3.5,4.75,3.75,4.5,4.5,3,2.75,2.5,2.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Metal"",""glider"":""Cloud Glider""}",2.5,4.75,2.5,2.5,3.25,4.5,4,4.5,4.25,3,2.75,2.5,2.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Metal"",""glider"":""Wario Wing""}",2.25,5.25,2.25,2.25,3.5,4.75,4,4.25,4.5,3,2.5,2.75,2.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Metal"",""glider"":""Peach Parasol""}",2.5,5,2.25,2.5,3.25,4.5,4,4.25,4.25,3,2.5,2.75,2.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Button"",""glider"":""Super Glider""}",3.5,4,2.75,3.5,2.75,4,4,4.25,4.5,3.25,3.5,2.75,3
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Button"",""glider"":""Cloud Glider""}",3.75,3.75,2.75,3.75,2.5,3.75,4.25,4.25,4.25,3.25,3.5,2.75,3.25
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Button"",""glider"":""Wario Wing""}",3.5,4.25,2.5,3.5,2.75,4,4.25,4,4.5,3.25,3.25,3,3
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Button"",""glider"":""Peach Parasol""}",3.75,4,2.5,3.75,2.5,3.75,4.25,4,4.25,3.25,3.25,3,3.25
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Off-Road"",""glider"":""Super Glider""}",3,4.75,3.5,2.5,3.75,4.5,4,4.75,4.25,2.75,3,2.25,2.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",3.25,4.5,3.5,2.75,3.5,4.25,4.25,4.75,4,2.75,3,2.25,3
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",3,5,3.25,2.5,3.75,4.5,4.25,4.5,4.25,2.75,2.75,2.5,2.75
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",3.25,4.75,3.25,2.75,3.5,4.25,4.25,4.5,4,2.75,2.75,2.5,3
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Cushion"",""glider"":""Super Glider""}",3.25,4.25,3.5,3.25,3.5,4,3.75,4,5,3,3.25,2.25,3.25
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",3.5,4,3.5,3.5,3.25,3.75,4,4,4.75,3,3.25,2.25,3.5
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Cushion"",""glider"":""Wario Wing""}",3.25,4.5,3.25,3.25,3.5,4,4,3.75,5,3,3,2.5,3.25
"{""character"":""Metal Mario"",""body"":""300 SL Roadster"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",3.5,4.25,3.25,3.5,3.25,3.75,4,3.75,4.75,3,3,2.5,3.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",3.75,4.25,3.5,3.5,2.75,3.75,3.5,4.5,4.25,3.75,3.5,3.25,3
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",4,4,3.5,3.75,2.5,3.5,3.75,4.5,4,3.75,3.5,3.25,3.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",3.75,4.5,3.25,3.5,2.75,3.75,3.75,4.25,4.25,3.75,3.25,3.5,3
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",4,4.25,3.25,3.75,2.5,3.5,3.75,4.25,4,3.75,3.25,3.5,3.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Monster"",""glider"":""Super Glider""}",3.25,4.75,4,3.25,3,3.75,3.5,4.25,3.75,3,2.75,2.75,2.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Monster"",""glider"":""Cloud Glider""}",3.5,4.5,4,3.5,2.75,3.5,3.75,4.25,3.5,3,2.75,2.75,2.75
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Monster"",""glider"":""Wario Wing""}",3.25,5,3.75,3.25,3,3.75,3.75,4,3.75,3,2.5,3,2.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Monster"",""glider"":""Peach Parasol""}",3.5,4.75,3.75,3.5,2.75,3.5,3.75,4,3.5,3,2.5,3,2.75
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Roller"",""glider"":""Super Glider""}",4.25,3.75,3.25,4.25,1.75,3.25,3,4.5,4.25,4,3.75,3.5,3.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Roller"",""glider"":""Cloud Glider""}",4.5,3.5,3.25,4.5,1.5,3,3.25,4.5,4,4,3.75,3.5,3.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Roller"",""glider"":""Wario Wing""}",4.25,4,3,4.25,1.75,3.25,3.25,4.25,4.25,4,3.5,3.75,3.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Roller"",""glider"":""Peach Parasol""}",4.5,3.75,3,4.5,1.5,3,3.25,4.25,4,4,3.5,3.75,3.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Slim"",""glider"":""Super Glider""}",3.25,4.25,2.5,3.25,2.75,4,4,4.25,4,4,3.5,3.5,3.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Slim"",""glider"":""Cloud Glider""}",3.5,4,2.5,3.5,2.5,3.75,4.25,4.25,3.75,4,3.5,3.5,3.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Slim"",""glider"":""Wario Wing""}",3.25,4.5,2.25,3.25,2.75,4,4.25,4,4,4,3.25,3.75,3.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Slim"",""glider"":""Peach Parasol""}",3.5,4.25,2.25,3.5,2.5,3.75,4.25,4,3.75,4,3.25,3.75,3.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Metal"",""glider"":""Super Glider""}",2.75,4.75,2.75,2.75,3,4.25,3.25,4.5,4,3.5,3,3,2.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Metal"",""glider"":""Cloud Glider""}",3,4.5,2.75,3,2.75,4,3.5,4.5,3.75,3.5,3,3,2.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Metal"",""glider"":""Wario Wing""}",2.75,5,2.5,2.75,3,4.25,3.5,4.25,4,3.5,2.75,3.25,2.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Metal"",""glider"":""Peach Parasol""}",3,4.75,2.5,3,2.75,4,3.5,4.25,3.75,3.5,2.75,3.25,2.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Button"",""glider"":""Super Glider""}",4,3.75,3,4,2.25,3.5,3.5,4.25,4,3.75,3.75,3.25,2.75
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Button"",""glider"":""Cloud Glider""}",4.25,3.5,3,4.25,2,3.25,3.75,4.25,3.75,3.75,3.75,3.25,3
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Button"",""glider"":""Wario Wing""}",4,4,2.75,4,2.25,3.5,3.75,4,4,3.75,3.5,3.5,2.75
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Button"",""glider"":""Peach Parasol""}",4.25,3.75,2.75,4.25,2,3.25,3.75,4,3.75,3.75,3.5,3.5,3
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Off-Road"",""glider"":""Super Glider""}",3.5,4.5,3.75,3,3.25,4,3.5,4.75,3.75,3.25,3.25,2.75,2.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",3.75,4.25,3.75,3.25,3,3.75,3.75,4.75,3.5,3.25,3.25,2.75,2.75
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",3.5,4.75,3.5,3,3.25,4,3.75,4.5,3.75,3.25,3,3,2.5
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",3.75,4.5,3.5,3.25,3,3.75,3.75,4.5,3.5,3.25,3,3,2.75
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Cushion"",""glider"":""Super Glider""}",3.75,4,3.75,3.75,3,3.5,3.25,4,4.5,3.5,3.5,2.75,3
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",4,3.75,3.75,4,2.75,3.25,3.5,4,4.25,3.5,3.5,2.75,3.25
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Cushion"",""glider"":""Wario Wing""}",3.75,4.25,3.5,3.75,3,3.5,3.5,3.75,4.5,3.5,3.25,3,3
"{""character"":""Metal Mario"",""body"":""Pipe Frame"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",4,4,3.5,4,2.75,3.25,3.5,3.75,4.25,3.5,3.25,3,3.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",3,4.75,3.5,3,3.25,4.25,4.5,4.5,5,3,3.5,2.75,3
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",3.25,4.5,3.5,3.25,3,4,4.75,4.5,4.75,3,3.5,2.75,3.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",3,5,3.25,3,3.25,4.25,4.75,4.25,5,3,3.25,3,3
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",3.25,4.75,3.25,3.25,3,4,4.75,4.25,4.75,3,3.25,3,3.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Monster"",""glider"":""Super Glider""}",2.5,5.25,4,2.75,3.5,4.25,4.5,4.25,4.5,2.25,2.75,2.25,2.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Monster"",""glider"":""Cloud Glider""}",2.75,5,4,3,3.25,4,4.75,4.25,4.25,2.25,2.75,2.25,2.75
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Monster"",""glider"":""Wario Wing""}",2.5,5.5,3.75,2.75,3.5,4.25,4.75,4,4.5,2.25,2.5,2.5,2.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Monster"",""glider"":""Peach Parasol""}",2.75,5.25,3.75,3,3.25,4,4.75,4,4.25,2.25,2.5,2.5,2.75
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Roller"",""glider"":""Super Glider""}",3.5,4.25,3.25,3.75,2.25,3.75,4,4.5,5,3.25,3.75,3,3.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Roller"",""glider"":""Cloud Glider""}",3.75,4,3.25,4,2,3.5,4.25,4.5,4.75,3.25,3.75,3,3.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Roller"",""glider"":""Wario Wing""}",3.5,4.5,3,3.75,2.25,3.75,4.25,4.25,5,3.25,3.5,3.25,3.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Roller"",""glider"":""Peach Parasol""}",3.75,4.25,3,4,2,3.5,4.25,4.25,4.75,3.25,3.5,3.25,3.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Slim"",""glider"":""Super Glider""}",2.5,4.75,2.5,2.75,3.25,4.5,5,4.25,4.75,3.25,3.5,3,3.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Slim"",""glider"":""Cloud Glider""}",2.75,4.5,2.5,3,3,4.25,5.25,4.25,4.5,3.25,3.5,3,3.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Slim"",""glider"":""Wario Wing""}",2.5,5,2.25,2.75,3.25,4.5,5.25,4,4.75,3.25,3.25,3.25,3.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Slim"",""glider"":""Peach Parasol""}",2.75,4.75,2.25,3,3,4.25,5.25,4,4.5,3.25,3.25,3.25,3.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Slick"",""glider"":""Super Glider""}",2.25,5,2.25,2.25,3.25,4.75,5,3.75,4.25,2.75,3.25,2,2.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Slick"",""glider"":""Wario Wing""}",2.25,5.25,2,2.25,3.25,4.75,5.25,3.5,4.25,2.75,3,2.25,2.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Metal"",""glider"":""Super Glider""}",2,5.25,2.75,2.25,3.5,4.75,4.25,4.5,4.75,2.75,3,2.5,2.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Metal"",""glider"":""Cloud Glider""}",2.25,5,2.75,2.5,3.25,4.5,4.5,4.5,4.5,2.75,3,2.5,2.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Metal"",""glider"":""Wario Wing""}",2,5.5,2.5,2.25,3.5,4.75,4.5,4.25,4.75,2.75,2.75,2.75,2.25
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Metal"",""glider"":""Peach Parasol""}",2.25,5.25,2.5,2.5,3.25,4.5,4.5,4.25,4.5,2.75,2.75,2.75,2.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Button"",""glider"":""Super Glider""}",3.25,4.25,3,3.5,2.75,4,4.5,4.25,4.75,3,3.75,2.75,2.75
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Button"",""glider"":""Cloud Glider""}",3.5,4,3,3.75,2.5,3.75,4.75,4.25,4.5,3,3.75,2.75,3
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Button"",""glider"":""Wario Wing""}",3.25,4.5,2.75,3.5,2.75,4,4.75,4,4.75,3,3.5,3,2.75
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Button"",""glider"":""Peach Parasol""}",3.5,4.25,2.75,3.75,2.5,3.75,4.75,4,4.5,3,3.5,3,3
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Off-Road"",""glider"":""Super Glider""}",2.75,5,3.75,2.5,3.75,4.5,4.5,4.75,4.5,2.5,3.25,2.25,2.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",3,4.75,3.75,2.75,3.5,4.25,4.75,4.75,4.25,2.5,3.25,2.25,2.75
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",2.75,5.25,3.5,2.5,3.75,4.5,4.75,4.5,4.5,2.5,3,2.5,2.5
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",3,5,3.5,2.75,3.5,4.25,4.75,4.5,4.25,2.5,3,2.5,2.75
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Cushion"",""glider"":""Super Glider""}",3,4.5,3.75,3.25,3.5,4,4.25,4,5.25,2.75,3.5,2.25,3
"{""character"":""Metal Mario"",""body"":""Mach 8"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",3.25,4.25,3.75,3.5,3.25,3.75,4.5,4,5,2.75,3.5,2.25,3.25
